bhk,price,area,sale,furnus,f1,f2,floor
2.0,7500000.0,639.0,Resale,Unfurnished,9.0,17.0,9 out of 17
1.0,4500000.0,436.0,Resale,Semi-Furnished,5.0,7.0,5 out of 7
1.0,4800000.0,441.0,Resale,Semi-Furnished,1.0,7.0,1 out of 7
1.0,4800000.0,441.0,Resale,Semi-Furnished,1.0,7.0,1 out of 7
2.0,16000000.0,787.0,Resale,Semi-Furnished,19.0,20.0,19 out of 20
4.0,20000000.0,1158.0,Resale,Semi-Furnished,6.0,8.0,6 out of 8
1.0,3000000.0,410.0,Resale,Unfurnished,5.0,7.0,5 out of 7
1.0,2700000.0,404.0,Resale,Unfurnished,4.0,7.0,4 out of 7
1.0,9500000.0,523.0,Resale,Furnished,7.0,15.0,7 out of 15
2.0,4500000.0,586.0,Resale,Semi-Furnished,7.0,9.0,7 out of 9
1.0,2000000.0,392.0,Resale,Semi-Furnished,3.0,4.0,3 out of 4
1.0,2500000.0,401.0,Resale,Unfurnished,7.0,7.0,7 out of 7
1.0,2900000.0,408.0,Resale,Unfurnished,7.0,7.0,7 out of 7
3.0,16500000.0,946.0,Resale,Furnished,16.0,19.0,16 out of 19
1.0,5100000.0,446.0,Resale,Unfurnished,2.0,3.0,2 out of 3
2.0,9500000.0,673.0,Resale,Furnished,6.0,12.0,6 out of 12
2.0,13900000.0,750.0,Resale,Unfurnished,2.0,7.0,2 out of 7
2.0,10000000.0,682.0,New Property,Semi-Furnished,8.0,27.0,8 out of 27
2.0,10000000.0,682.0,New Property,Semi-Furnished,8.0,27.0,8 out of 27
1.0,3000000.0,410.0,Resale,Semi-Furnished,2.0,3.0,2 out of 3
2.0,8600000.0,658.0,Resale,Unfurnished,6.0,8.0,6 out of 8
1.0,5300000.0,450.0,Resale,Unfurnished,22.0,25.0,22 out of 25
1.0,3800000.0,424.0,Resale,Unfurnished,4.0,7.0,4 out of 7
1.0,3800000.0,424.0,Resale,Unfurnished,4.0,7.0,4 out of 7
1.0,3900000.0,425.0,Resale,Unfurnished,4.0,7.0,4 out of 7
1.0,1800000.0,389.0,Resale,Unfurnished,3.0,5.0,3 out of 5
1.0,3800000.0,424.0,Resale,Unfurnished,4.0,5.0,4 out of 5
2.0,9500000.0,673.0,Resale,Unfurnished,4.0,12.0,4 out of 12
1.0,4500000.0,436.0,Resale,Semi-Furnished,2.0,7.0,2 out of 7
2.0,4500000.0,586.0,Resale,Semi-Furnished,7.0,7.0,7 out of 7
1.0,1250000.0,379.0,Resale,Semi-Furnished,1.0,3.0,1 out of 3
2.0,10000000.0,682.0,New Property,Semi-Furnished,8.0,27.0,8 out of 27
2.0,10000000.0,682.0,New Property,Semi-Furnished,8.0,27.0,8 out of 27
3.0,18000000.0,972.0,New Property,Semi-Furnished,18.0,23.0,18 out of 23
1.0,2400000.0,399.0,Resale,Unfurnished,2.0,7.0,2 out of 7
1.0,2200000.0,396.0,Resale,Unfurnished,10.0,13.0,10 out of 13
1.0,4300000.0,432.0,Resale,Semi-Furnished,0.0,1.0,0 out of 1
1.0,4500000.0,436.0,Resale,Unfurnished,0.0,7.0,0 out of 7
1.0,7000000.0,479.0,Resale,Semi-Furnished,3.0,7.0,3 out of 7
1.0,6000000.0,462.0,Resale,Unfurnished,2.0,15.0,2 out of 15
1.0,4000000.0,427.0,Resale,Unfurnished,0.0,6.0,0 out of 6
1.0,3800000.0,424.0,Resale,Semi-Furnished,4.0,7.0,4 out of 7
3.0,12500000.0,876.0,Resale,Furnished,5.0,7.0,5 out of 7
2.0,7900000.0,646.0,Resale,Furnished,4.0,8.0,4 out of 8
1.0,9000000.0,514.0,Resale,Unfurnished,12.0,21.0,12 out of 21
1.0,5100000.0,446.0,Resale,Semi-Furnished,4.0,4.0,4 out of 4
1.0,4500000.0,436.0,Resale,Unfurnished,2.0,7.0,2 out of 7
1.0,6000000.0,462.0,Resale,Furnished,0.0,7.0,0 out of 7
1.0,6000000.0,462.0,Resale,Furnished,0.0,2.0,0 out of 2
2.0,13600000.0,745.0,Resale,Semi-Furnished,16.0,24.0,16 out of 24
2.0,13500000.0,743.0,Resale,Semi-Furnished,8.0,20.0,8 out of 20
1.0,7500000.0,488.0,Resale,Furnished,2.0,3.0,2 out of 3
1.0,3500000.0,418.0,Resale,Unfurnished,4.0,5.0,4 out of 5
1.0,3500000.0,418.0,Resale,Semi-Furnished,3.0,3.0,3 out of 3
1.0,4200000.0,431.0,Resale,Furnished,5.0,5.0,5 out of 5
1.0,6100000.0,464.0,Resale,Unfurnished,11.0,17.0,11 out of 17
1.0,2600000.0,403.0,Resale,Semi-Furnished,5.0,7.0,5 out of 7
1.0,7000000.0,479.0,Resale,Semi-Furnished,2.0,4.0,2 out of 4
1.0,2000000.0,392.0,Resale,Unfurnished,3.0,4.0,3 out of 4
2.0,7000000.0,630.0,Resale,Semi-Furnished,2.0,17.0,2 out of 17
2.0,3700000.0,572.0,Resale,Furnished,12.0,28.0,12 out of 28
2.0,6000000.0,612.0,Resale,Unfurnished,3.0,19.0,3 out of 19
1.0,1200000.0,378.0,Resale,Semi-Furnished,2.0,2.0,2 out of 2
1.0,3200000.0,413.0,Resale,Unfurnished,1.0,9.0,1 out of 9
1.0,5000000.0,444.0,Resale,Unfurnished,4.0,4.0,4 out of 4
2.0,3000000.0,560.0,Resale,Unfurnished,6.0,7.0,6 out of 7
1.0,4000000.0,427.0,Resale,Unfurnished,3.0,5.0,3 out of 5
2.0,8500000.0,656.0,Resale,Unfurnished,2.0,16.0,2 out of 16
1.0,5300000.0,450.0,Resale,Furnished,5.0,7.0,5 out of 7
1.0,3500000.0,418.0,Resale,Unfurnished,5.0,5.0,5 out of 5
1.0,3200000.0,413.0,Resale,Unfurnished,2.0,4.0,2 out of 4
3.0,31000000.0,1199.0,New Property,Unfurnished,10.0,25.0,10 out of 25
2.0,7800000.0,644.0,Resale,Unfurnished,15.0,17.0,15 out of 17
1.0,5000000.0,444.0,Resale,Unfurnished,5.0,7.0,5 out of 7
2.0,3000000.0,560.0,Resale,Unfurnished,7.0,7.0,7 out of 7
2.0,13200000.0,738.0,Resale,Unfurnished,2.0,8.0,2 out of 8
1.0,10000000.0,532.0,Resale,Semi-Furnished,4.0,4.0,4 out of 4
1.0,5000000.0,444.0,Resale,Furnished,3.0,4.0,3 out of 4
2.0,6000000.0,612.0,Resale,Unfurnished,3.0,18.0,3 out of 18
3.0,9000000.0,815.0,Resale,Furnished,1.0,29.0,1 out of 29
3.0,7500000.0,789.0,Resale,Semi-Furnished,6.0,7.0,6 out of 7
1.0,5100000.0,446.0,Resale,Furnished,1.0,5.0,1 out of 5
2.0,9900000.0,680.0,Resale,Semi-Furnished,29.0,29.0,29 out of 29
2.0,5000000.0,595.0,Resale,Semi-Furnished,2.0,5.0,2 out of 5
2.0,5000000.0,595.0,Resale,Unfurnished,12.0,12.0,12 out of 12
2.0,4100000.0,579.0,Resale,Semi-Furnished,0.0,4.0,0 out of 4
1.0,2900000.0,408.0,Resale,Unfurnished,5.0,7.0,5 out of 7
1.0,2500000.0,401.0,Resale,Unfurnished,4.0,7.0,4 out of 7
1.0,2750000.0,405.0,Resale,Semi-Furnished,1.0,7.0,1 out of 7
1.0,7500000.0,488.0,Resale,Furnished,2.0,7.0,2 out of 7
2.0,2600000.0,553.0,Resale,Unfurnished,0.0,4.0,0 out of 4
1.0,2100000.0,394.0,New Property,Unfurnished,2.0,5.0,2 out of 5
1.0,2600000.0,403.0,Resale,Furnished,6.0,7.0,6 out of 7
2.0,6500000.0,621.0,Resale,Unfurnished,10.0,30.0,10 out of 30
2.0,6000000.0,612.0,Resale,Semi-Furnished,5.0,6.0,5 out of 6
1.0,1800000.0,389.0,Resale,Semi-Furnished,1.0,1.0,1 out of 1
2.0,10000000.0,682.0,Resale,Furnished,1.0,4.0,1 out of 4
1.0,1900000.0,390.0,Resale,Semi-Furnished,2.0,7.0,2 out of 7
2.0,5600000.0,605.0,Resale,Furnished,1.0,8.0,1 out of 8
2.0,7000000.0,630.0,Resale,Semi-Furnished,6.0,8.0,6 out of 8
2.0,6500000.0,621.0,Resale,Semi-Furnished,1.0,4.0,1 out of 4
3.0,7200000.0,784.0,Resale,Unfurnished,14.0,22.0,14 out of 22
1.0,4000000.0,427.0,Resale,Semi-Furnished,4.0,4.0,4 out of 4
1.0,4000000.0,427.0,Resale,Unfurnished,4.0,8.0,4 out of 8
1.0,3500000.0,418.0,Resale,Unfurnished,2.0,5.0,2 out of 5
2.0,4400000.0,584.0,Resale,Semi-Furnished,3.0,4.0,3 out of 4
1.0,3000000.0,410.0,Resale,Semi-Furnished,4.0,7.0,4 out of 7
1.0,2500000.0,401.0,Resale,Unfurnished,7.0,7.0,7 out of 7
5.0,25000000.0,1395.0,Resale,Furnished,6.0,18.0,6 out of 18
1.0,3600000.0,420.0,Resale,Unfurnished,2.0,7.0,2 out of 7
2.0,12500000.0,726.0,Resale,Semi-Furnished,6.0,21.0,6 out of 21
2.0,3000000.0,560.0,Resale,Unfurnished,0.0,4.0,0 out of 4
1.0,1700000.0,387.0,Resale,Semi-Furnished,0.0,3.0,0 out of 3
1.0,3990000.0,427.0,Resale,Unfurnished,4.0,7.0,4 out of 7
1.0,1500000.0,383.0,Resale,Semi-Furnished,1.0,4.0,1 out of 4
1.0,2500000.0,401.0,Resale,Unfurnished,7.0,7.0,7 out of 7
3.0,10500000.0,841.0,Resale,Unfurnished,12.0,24.0,12 out of 24
2.0,4500000.0,586.0,Resale,Unfurnished,2.0,4.0,2 out of 4
1.0,7000000.0,479.0,Resale,Semi-Furnished,1.0,19.0,1 out of 19
1.0,4200000.0,431.0,Resale,Semi-Furnished,2.0,5.0,2 out of 5
1.0,7000000.0,479.0,Resale,Semi-Furnished,2.0,19.0,2 out of 19
1.0,2000000.0,392.0,Resale,Unfurnished,3.0,5.0,3 out of 5
1.0,1700000.0,387.0,Resale,Unfurnished,1.0,4.0,1 out of 4
1.0,2700000.0,404.0,Resale,Furnished,3.0,3.0,3 out of 3
2.0,12000000.0,717.0,Resale,Furnished,5.0,17.0,5 out of 17
2.0,12000000.0,717.0,Resale,Semi-Furnished,16.0,17.0,16 out of 17
2.0,12000000.0,717.0,Resale,Semi-Furnished,17.0,17.0,17 out of 17
2.0,13000000.0,734.0,Resale,Furnished,5.0,17.0,5 out of 17
2.0,2800000.0,557.0,Resale,Unfurnished,1.0,4.0,1 out of 4
1.0,5000000.0,444.0,Resale,Unfurnished,5.0,7.0,5 out of 7
2.0,9000000.0,665.0,Resale,Unfurnished,15.0,15.0,15 out of 15
1.0,7000000.0,479.0,Resale,Semi-Furnished,1.0,19.0,1 out of 19
1.0,4800000.0,441.0,Resale,Unfurnished,4.0,8.0,4 out of 8
2.0,6000000.0,612.0,Resale,Unfurnished,16.0,22.0,16 out of 22
2.0,10500000.0,691.0,Resale,Unfurnished,8.0,27.0,8 out of 27
1.0,2390000.0,399.0,Resale,Semi-Furnished,1.0,7.0,1 out of 7
1.0,1950000.0,391.0,Resale,Unfurnished,4.0,4.0,4 out of 4
1.0,3500000.0,418.0,Resale,Unfurnished,3.0,5.0,3 out of 5
2.0,4250000.0,582.0,Resale,Semi-Furnished,4.0,12.0,4 out of 12
1.0,5000000.0,444.0,Resale,Furnished,5.0,6.0,5 out of 6
3.0,10000000.0,833.0,Resale,Semi-Furnished,3.0,7.0,3 out of 7
1.0,6100000.0,464.0,Resale,Semi-Furnished,8.0,15.0,8 out of 15
1.0,6200000.0,465.0,Resale,Unfurnished,5.0,14.0,5 out of 14
1.0,6200000.0,465.0,Resale,Unfurnished,12.0,25.0,12 out of 25
1.0,2300000.0,397.0,Resale,Semi-Furnished,4.0,4.0,4 out of 4
1.0,4000000.0,427.0,Resale,Unfurnished,7.0,14.0,7 out of 14
2.0,22500000.0,900.0,Resale,Furnished,9.0,10.0,9 out of 10
2.0,2500000.0,551.0,Resale,Unfurnished,1.0,5.0,1 out of 5
3.0,10000000.0,833.0,Resale,Semi-Furnished,1.0,2.0,1 out of 2
3.0,22500000.0,1051.0,Resale,Unfurnished,3.0,8.0,3 out of 8
2.0,12000000.0,717.0,Resale,Semi-Furnished,7.0,8.0,7 out of 8
1.0,3200000.0,413.0,Resale,Unfurnished,6.0,18.0,6 out of 18
1.0,4200000.0,431.0,Resale,Unfurnished,0.0,7.0,0 out of 7
1.0,5200000.0,448.0,Resale,Unfurnished,1.0,7.0,1 out of 7
1.0,2800000.0,406.0,Resale,Furnished,3.0,5.0,3 out of 5
1.0,8300000.0,502.0,Resale,Furnished,6.0,7.0,6 out of 7
1.0,8500000.0,506.0,Resale,Semi-Furnished,10.0,11.0,10 out of 11
1.0,6000000.0,462.0,Resale,Semi-Furnished,7.0,8.0,7 out of 8
2.0,3500000.0,569.0,Resale,Semi-Furnished,1.0,4.0,1 out of 4
1.0,3900000.0,425.0,Resale,Unfurnished,4.0,7.0,4 out of 7
1.0,2700000.0,404.0,Resale,Unfurnished,2.0,4.0,2 out of 4
2.0,7500000.0,639.0,Resale,Unfurnished,9.0,17.0,9 out of 17
1.0,4500000.0,436.0,Resale,Semi-Furnished,5.0,7.0,5 out of 7
1.0,4800000.0,441.0,Resale,Semi-Furnished,1.0,7.0,1 out of 7
1.0,4800000.0,441.0,Resale,Semi-Furnished,1.0,7.0,1 out of 7
2.0,16000000.0,787.0,Resale,Semi-Furnished,19.0,20.0,19 out of 20
4.0,20000000.0,1158.0,Resale,Semi-Furnished,6.0,8.0,6 out of 8
1.0,3000000.0,410.0,Resale,Unfurnished,5.0,7.0,5 out of 7
1.0,2700000.0,404.0,Resale,Unfurnished,4.0,7.0,4 out of 7
1.0,9500000.0,523.0,Resale,Furnished,7.0,15.0,7 out of 15
2.0,4500000.0,586.0,Resale,Semi-Furnished,7.0,9.0,7 out of 9
1.0,2000000.0,392.0,Resale,Semi-Furnished,3.0,4.0,3 out of 4
1.0,2500000.0,401.0,Resale,Unfurnished,7.0,7.0,7 out of 7
1.0,2900000.0,408.0,Resale,Unfurnished,7.0,7.0,7 out of 7
3.0,16500000.0,946.0,Resale,Furnished,16.0,19.0,16 out of 19
1.0,5100000.0,446.0,Resale,Unfurnished,2.0,3.0,2 out of 3
2.0,9500000.0,673.0,Resale,Furnished,6.0,12.0,6 out of 12
2.0,13900000.0,750.0,Resale,Unfurnished,2.0,7.0,2 out of 7
2.0,10000000.0,682.0,New Property,Semi-Furnished,8.0,27.0,8 out of 27
2.0,10000000.0,682.0,New Property,Semi-Furnished,8.0,27.0,8 out of 27
1.0,3000000.0,410.0,Resale,Semi-Furnished,2.0,3.0,2 out of 3
2.0,8600000.0,658.0,Resale,Unfurnished,6.0,8.0,6 out of 8
1.0,5300000.0,450.0,Resale,Unfurnished,22.0,25.0,22 out of 25
1.0,3800000.0,424.0,Resale,Unfurnished,4.0,7.0,4 out of 7
1.0,3800000.0,424.0,Resale,Unfurnished,4.0,7.0,4 out of 7
1.0,1800000.0,389.0,Resale,Unfurnished,3.0,5.0,3 out of 5
1.0,3800000.0,424.0,Resale,Unfurnished,4.0,5.0,4 out of 5
2.0,9500000.0,673.0,Resale,Unfurnished,4.0,12.0,4 out of 12
1.0,4500000.0,436.0,Resale,Semi-Furnished,2.0,7.0,2 out of 7
2.0,4500000.0,586.0,Resale,Semi-Furnished,7.0,7.0,7 out of 7
1.0,1250000.0,379.0,Resale,Semi-Furnished,1.0,3.0,1 out of 3
2.0,10000000.0,682.0,New Property,Semi-Furnished,8.0,27.0,8 out of 27
2.0,10000000.0,682.0,New Property,Semi-Furnished,8.0,27.0,8 out of 27
3.0,18000000.0,972.0,New Property,Semi-Furnished,18.0,23.0,18 out of 23
1.0,2400000.0,399.0,Resale,Unfurnished,2.0,7.0,2 out of 7
1.0,2200000.0,396.0,Resale,Unfurnished,10.0,13.0,10 out of 13
1.0,4300000.0,432.0,Resale,Semi-Furnished,0.0,1.0,0 out of 1
1.0,4500000.0,436.0,Resale,Unfurnished,0.0,7.0,0 out of 7
1.0,7000000.0,479.0,Resale,Semi-Furnished,3.0,7.0,3 out of 7
1.0,6000000.0,462.0,Resale,Unfurnished,2.0,15.0,2 out of 15
1.0,4000000.0,427.0,Resale,Unfurnished,0.0,6.0,0 out of 6
1.0,3800000.0,424.0,Resale,Semi-Furnished,4.0,7.0,4 out of 7
3.0,12500000.0,876.0,Resale,Furnished,5.0,7.0,5 out of 7
2.0,7900000.0,646.0,Resale,Furnished,4.0,8.0,4 out of 8
1.0,9000000.0,514.0,Resale,Unfurnished,12.0,21.0,12 out of 21
1.0,5100000.0,446.0,Resale,Semi-Furnished,4.0,4.0,4 out of 4
1.0,4500000.0,436.0,Resale,Unfurnished,2.0,7.0,2 out of 7
1.0,6000000.0,462.0,Resale,Furnished,0.0,7.0,0 out of 7
1.0,6000000.0,462.0,Resale,Furnished,0.0,2.0,0 out of 2
2.0,13600000.0,745.0,Resale,Semi-Furnished,16.0,24.0,16 out of 24
2.0,13500000.0,743.0,Resale,Semi-Furnished,8.0,20.0,8 out of 20
1.0,7500000.0,488.0,Resale,Furnished,2.0,3.0,2 out of 3
1.0,3500000.0,418.0,Resale,Unfurnished,4.0,5.0,4 out of 5
1.0,3500000.0,418.0,Resale,Semi-Furnished,3.0,3.0,3 out of 3
1.0,4200000.0,431.0,Resale,Furnished,5.0,5.0,5 out of 5
1.0,6100000.0,464.0,Resale,Unfurnished,11.0,17.0,11 out of 17
1.0,2600000.0,403.0,Resale,Semi-Furnished,5.0,7.0,5 out of 7
1.0,7000000.0,479.0,Resale,Semi-Furnished,2.0,4.0,2 out of 4
1.0,2000000.0,392.0,Resale,Unfurnished,3.0,4.0,3 out of 4
2.0,7000000.0,630.0,Resale,Semi-Furnished,2.0,17.0,2 out of 17
2.0,3700000.0,572.0,Resale,Furnished,12.0,28.0,12 out of 28
2.0,6000000.0,612.0,Resale,Unfurnished,3.0,19.0,3 out of 19
1.0,1200000.0,378.0,Resale,Semi-Furnished,2.0,2.0,2 out of 2
1.0,3200000.0,413.0,Resale,Unfurnished,1.0,9.0,1 out of 9
1.0,5000000.0,444.0,Resale,Unfurnished,4.0,4.0,4 out of 4
2.0,3000000.0,560.0,Resale,Unfurnished,6.0,7.0,6 out of 7
1.0,4000000.0,427.0,Resale,Unfurnished,3.0,5.0,3 out of 5
2.0,8500000.0,656.0,Resale,Unfurnished,2.0,16.0,2 out of 16
1.0,5300000.0,450.0,Resale,Furnished,5.0,7.0,5 out of 7
1.0,3500000.0,418.0,Resale,Unfurnished,5.0,5.0,5 out of 5
1.0,3200000.0,413.0,Resale,Unfurnished,2.0,4.0,2 out of 4
3.0,31000000.0,1199.0,New Property,Unfurnished,10.0,25.0,10 out of 25
2.0,7800000.0,644.0,Resale,Unfurnished,15.0,17.0,15 out of 17
1.0,5000000.0,444.0,Resale,Unfurnished,5.0,7.0,5 out of 7
2.0,3000000.0,560.0,Resale,Unfurnished,7.0,7.0,7 out of 7
2.0,13200000.0,738.0,Resale,Unfurnished,2.0,8.0,2 out of 8
1.0,10000000.0,532.0,Resale,Semi-Furnished,4.0,4.0,4 out of 4
2.0,6000000.0,612.0,Resale,Unfurnished,3.0,18.0,3 out of 18
3.0,9000000.0,815.0,Resale,Furnished,1.0,29.0,1 out of 29
3.0,7500000.0,789.0,Resale,Semi-Furnished,6.0,7.0,6 out of 7
1.0,5100000.0,446.0,Resale,Furnished,1.0,5.0,1 out of 5
2.0,9900000.0,680.0,Resale,Semi-Furnished,29.0,29.0,29 out of 29
2.0,5000000.0,595.0,Resale,Semi-Furnished,2.0,5.0,2 out of 5
2.0,5000000.0,595.0,Resale,Unfurnished,12.0,12.0,12 out of 12
2.0,4100000.0,579.0,Resale,Semi-Furnished,0.0,4.0,0 out of 4
1.0,2900000.0,408.0,Resale,Unfurnished,5.0,7.0,5 out of 7
1.0,2500000.0,401.0,Resale,Unfurnished,4.0,7.0,4 out of 7
1.0,2750000.0,405.0,Resale,Semi-Furnished,1.0,7.0,1 out of 7
1.0,7500000.0,488.0,Resale,Furnished,2.0,7.0,2 out of 7
2.0,2600000.0,553.0,Resale,Unfurnished,0.0,4.0,0 out of 4
1.0,2100000.0,394.0,New Property,Unfurnished,2.0,5.0,2 out of 5
1.0,2600000.0,403.0,Resale,Furnished,6.0,7.0,6 out of 7
2.0,6500000.0,621.0,Resale,Unfurnished,10.0,30.0,10 out of 30
2.0,6000000.0,612.0,Resale,Semi-Furnished,5.0,6.0,5 out of 6
1.0,1800000.0,389.0,Resale,Semi-Furnished,1.0,1.0,1 out of 1
2.0,10000000.0,682.0,Resale,Furnished,1.0,4.0,1 out of 4
1.0,1900000.0,390.0,Resale,Semi-Furnished,2.0,7.0,2 out of 7
2.0,5600000.0,605.0,Resale,Furnished,1.0,8.0,1 out of 8
2.0,7000000.0,630.0,Resale,Semi-Furnished,6.0,8.0,6 out of 8
2.0,6500000.0,621.0,Resale,Semi-Furnished,1.0,4.0,1 out of 4
3.0,7200000.0,784.0,Resale,Unfurnished,14.0,22.0,14 out of 22
1.0,4000000.0,427.0,Resale,Semi-Furnished,4.0,4.0,4 out of 4
1.0,4000000.0,427.0,Resale,Unfurnished,4.0,8.0,4 out of 8
1.0,3500000.0,418.0,Resale,Unfurnished,2.0,5.0,2 out of 5
2.0,4400000.0,584.0,Resale,Semi-Furnished,3.0,4.0,3 out of 4
1.0,3000000.0,410.0,Resale,Semi-Furnished,4.0,7.0,4 out of 7
5.0,25000000.0,1395.0,Resale,Furnished,6.0,18.0,6 out of 18
1.0,1700000.0,387.0,Resale,Unfurnished,1.0,4.0,1 out of 4
1.0,3600000.0,420.0,Resale,Unfurnished,2.0,7.0,2 out of 7
2.0,12500000.0,726.0,Resale,Semi-Furnished,6.0,21.0,6 out of 21
2.0,12500000.0,726.0,Resale,Semi-Furnished,6.0,21.0,6 out of 21
2.0,3000000.0,560.0,Resale,Unfurnished,0.0,4.0,0 out of 4
1.0,1700000.0,387.0,Resale,Semi-Furnished,0.0,3.0,0 out of 3
1.0,3990000.0,427.0,Resale,Unfurnished,4.0,7.0,4 out of 7
1.0,1500000.0,383.0,Resale,Semi-Furnished,1.0,4.0,1 out of 4
1.0,2500000.0,401.0,Resale,Unfurnished,7.0,7.0,7 out of 7
3.0,10500000.0,841.0,Resale,Unfurnished,12.0,24.0,12 out of 24
2.0,4500000.0,586.0,Resale,Unfurnished,2.0,4.0,2 out of 4
1.0,7000000.0,479.0,Resale,Semi-Furnished,1.0,19.0,1 out of 19
1.0,4200000.0,431.0,Resale,Semi-Furnished,2.0,5.0,2 out of 5
1.0,7000000.0,479.0,Resale,Semi-Furnished,2.0,19.0,2 out of 19
1.0,2000000.0,392.0,Resale,Unfurnished,3.0,5.0,3 out of 5
1.0,2700000.0,404.0,Resale,Furnished,3.0,3.0,3 out of 3
2.0,12000000.0,717.0,Resale,Furnished,5.0,17.0,5 out of 17
2.0,12000000.0,717.0,Resale,Semi-Furnished,16.0,17.0,16 out of 17
2.0,12000000.0,717.0,Resale,Semi-Furnished,17.0,17.0,17 out of 17
2.0,13000000.0,734.0,Resale,Furnished,5.0,17.0,5 out of 17
2.0,2800000.0,557.0,Resale,Unfurnished,1.0,4.0,1 out of 4
1.0,5000000.0,444.0,Resale,Unfurnished,5.0,7.0,5 out of 7
2.0,9000000.0,665.0,Resale,Unfurnished,15.0,15.0,15 out of 15
1.0,7000000.0,479.0,Resale,Semi-Furnished,1.0,19.0,1 out of 19
1.0,4800000.0,441.0,Resale,Unfurnished,4.0,8.0,4 out of 8
2.0,6000000.0,612.0,Resale,Unfurnished,16.0,22.0,16 out of 22
2.0,10500000.0,691.0,Resale,Unfurnished,8.0,27.0,8 out of 27
1.0,2390000.0,399.0,Resale,Semi-Furnished,1.0,7.0,1 out of 7
1.0,1950000.0,391.0,Resale,Unfurnished,4.0,4.0,4 out of 4
1.0,3500000.0,418.0,Resale,Unfurnished,3.0,5.0,3 out of 5
2.0,4250000.0,582.0,Resale,Semi-Furnished,4.0,12.0,4 out of 12
1.0,5000000.0,444.0,Resale,Furnished,5.0,6.0,5 out of 6
3.0,10000000.0,833.0,Resale,Semi-Furnished,3.0,7.0,3 out of 7
1.0,6100000.0,464.0,Resale,Semi-Furnished,8.0,15.0,8 out of 15
1.0,6200000.0,465.0,Resale,Unfurnished,5.0,14.0,5 out of 14
1.0,6200000.0,465.0,Resale,Unfurnished,12.0,25.0,12 out of 25
1.0,2300000.0,397.0,Resale,Semi-Furnished,4.0,4.0,4 out of 4
1.0,4000000.0,427.0,Resale,Unfurnished,7.0,14.0,7 out of 14
2.0,22500000.0,900.0,Resale,Furnished,9.0,10.0,9 out of 10
2.0,2500000.0,551.0,Resale,Unfurnished,1.0,5.0,1 out of 5
3.0,10000000.0,833.0,Resale,Semi-Furnished,1.0,2.0,1 out of 2
3.0,22500000.0,1051.0,Resale,Unfurnished,3.0,8.0,3 out of 8
2.0,12000000.0,717.0,Resale,Semi-Furnished,7.0,8.0,7 out of 8
1.0,3200000.0,413.0,Resale,Unfurnished,6.0,18.0,6 out of 18
1.0,4200000.0,431.0,Resale,Unfurnished,0.0,7.0,0 out of 7
1.0,5200000.0,448.0,Resale,Unfurnished,1.0,7.0,1 out of 7
1.0,2800000.0,406.0,Resale,Furnished,3.0,5.0,3 out of 5
1.0,8300000.0,502.0,Resale,Furnished,6.0,7.0,6 out of 7
1.0,8500000.0,506.0,Resale,Semi-Furnished,10.0,11.0,10 out of 11
1.0,6000000.0,462.0,Resale,Semi-Furnished,7.0,8.0,7 out of 8
2.0,3500000.0,569.0,Resale,Semi-Furnished,1.0,4.0,1 out of 4
2.0,7500000.0,639.0,Resale,Unfurnished,9.0,17.0,9 out of 17
1.0,4500000.0,436.0,Resale,Semi-Furnished,5.0,7.0,5 out of 7
1.0,4800000.0,441.0,Resale,Semi-Furnished,1.0,7.0,1 out of 7
1.0,4800000.0,441.0,Resale,Semi-Furnished,1.0,7.0,1 out of 7
2.0,16000000.0,787.0,Resale,Semi-Furnished,19.0,20.0,19 out of 20
4.0,20000000.0,1158.0,Resale,Semi-Furnished,6.0,8.0,6 out of 8
1.0,3000000.0,410.0,Resale,Unfurnished,5.0,7.0,5 out of 7
1.0,2700000.0,404.0,Resale,Unfurnished,4.0,7.0,4 out of 7
1.0,9500000.0,523.0,Resale,Furnished,7.0,15.0,7 out of 15
2.0,4500000.0,586.0,Resale,Semi-Furnished,7.0,9.0,7 out of 9
1.0,2000000.0,392.0,Resale,Semi-Furnished,3.0,4.0,3 out of 4
1.0,2900000.0,408.0,Resale,Unfurnished,7.0,7.0,7 out of 7
1.0,2500000.0,401.0,Resale,Unfurnished,7.0,7.0,7 out of 7
1.0,2900000.0,408.0,Resale,Unfurnished,7.0,7.0,7 out of 7
3.0,16500000.0,946.0,Resale,Furnished,16.0,19.0,16 out of 19
1.0,5100000.0,446.0,Resale,Unfurnished,2.0,3.0,2 out of 3
2.0,9500000.0,673.0,Resale,Furnished,6.0,12.0,6 out of 12
2.0,13900000.0,750.0,Resale,Unfurnished,2.0,7.0,2 out of 7
2.0,10000000.0,682.0,New Property,Semi-Furnished,8.0,27.0,8 out of 27
2.0,10000000.0,682.0,New Property,Semi-Furnished,8.0,27.0,8 out of 27
1.0,3000000.0,410.0,Resale,Semi-Furnished,2.0,3.0,2 out of 3
2.0,8600000.0,658.0,Resale,Unfurnished,6.0,8.0,6 out of 8
1.0,5300000.0,450.0,Resale,Unfurnished,22.0,25.0,22 out of 25
1.0,3800000.0,424.0,Resale,Unfurnished,4.0,7.0,4 out of 7
1.0,3800000.0,424.0,Resale,Unfurnished,4.0,7.0,4 out of 7
1.0,3900000.0,425.0,Resale,Unfurnished,4.0,7.0,4 out of 7
1.0,1800000.0,389.0,Resale,Unfurnished,3.0,5.0,3 out of 5
